event_id,project_id,mapping_status,mapping_method,source_type,source_file,briefing_date,publication_date,headline,primary_geography,geography_basis,event_direction,media_tone,mandate_class,capacity_reported_mtpa,capacity_additive,item_url,report_url,verification_status
2026-07-17#04,,unmatched,,daily_news,audit/2026-07-17-facts.json,2026-07-17,2026-07-15,Entergy and MHI Group sign MOU targeting a 50% cost cut for integrated gas-turbine CCS in the US,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.entergy.com/news/entergy-and-mhi-group-outline-collaborative-partnership-designed-to-accelerate-commercialization-and-affordability-around-carbon-capture-solutions,,item-link
2026-07-17#05,,unmatched,,daily_news,audit/2026-07-17-facts.json,2026-07-17,2026-07-16,"IOGP Europe: 'targets don't build projects' — Europe needs enabling measures, not just CO2 storage targets",European Union,single event geography; entity not mapped,negative,neutral,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/iogps-caterina-de-matteis-europe-needs-enabling-measures-not-just-co2-storage-targets/,,item-link
2026-07-20#01,uk-hynet-padeswood,matched,curated alias,daily_news,audit/2026-07-20-facts.json,2026-07-20,2026-07-17,MHI awards the Padeswood cement-CCS regenerator column to Welsh fabricator LTi Vessco,United Kingdom,canonical physical project location,positive,,not-dated,0.8,no — evidence only; canonical capacity register controls totals,https://www.businesscheshire.co.uk/2026/07/17/lti-vessco-secures-major-carbon-capture-vessel-contract-for-uk-decarbonisation-project/,,item-link
2026-07-20#02,,unmatched,,daily_news,audit/2026-07-20-facts.json,2026-07-20,2026-07-17,European Commission tables EU ETS Phase 5 reform: 90% cut by 2040 and a ~€50bn carbon-removal purchasing mechanism,European Union,single event geography; entity not mapped,positive,,government target,48,no — evidence only; canonical capacity register controls totals,https://icapcarbonaction.com/en/news/eu-commission-publishes-eu-ets-review-proposal,,item-link
2026-07-20#03,,unmatched,,daily_news,audit/2026-07-20-facts.json,2026-07-20,2026-07-17,"UK government responds to the independent GGR review: revenue-certainty business model, non-pipeline transport pathfinder, and a UK GGR Standard",United Kingdom,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.gov.uk/government/publications/independent-review-on-greenhouse-gas-removals-government-response/independent-review-on-greenhouse-gas-removals-government-response,,item-link
2026-07-20#04,,unmatched,,daily_news,audit/2026-07-20-facts.json,2026-07-20,2026-07-17,NSTA publishes operational guidance for UK carbon-storage permit holders,United Kingdom,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/nsta-publishes-critical-operational-guidance-for-uk-carbon-storage/,,item-link
2026-07-20#05,,unmatched,,daily_news,audit/2026-07-20-facts.json,2026-07-20,2026-07-17,US lawmakers accuse DOE of illegally diverting $350m of CCS demonstration funds into coal recommissioning,United States,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/lawmakers-accuse-doe-of-illegally-using-carbon-capture-funds-to-subsidize-coal/,,item-link
2026-07-20#06,,unmatched,,daily_news,audit/2026-07-20-facts.json,2026-07-20,2026-07-17,Petrovietnam courts Canada on LNG and CCS as it builds Vietnam's storage framework,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.upstreamonline.com/energy-security/petrovietnam-seeks-deeper-lng-and-ccs-cooperation-with-canada/2-1-2017966,,item-link
2026-07-20#07,,unmatched,,daily_news,audit/2026-07-20-facts.json,2026-07-20,2026-07-17,China's national carbon market passes 917 Mt traded (¥61.7bn) and now covers 65% of national CO₂ emissions,China,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.chinadaily.com.cn/a/202607/17/WS6a599d15a310986e2b465d21.html,,item-link
2026-07-20#08,,unmatched,,daily_news,audit/2026-07-20-facts.json,2026-07-20,2026-07-17,Guardian letters: carbon capture is a fig leaf for fossil fuel expansion,United Kingdom,single event geography; entity not mapped,neutral,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.theguardian.com/environment/2026/jul/17/carbon-capture-fossil-fuel-firms-cost-renewables-emissions,,item-link
2026-07-22#01,,unmatched,,daily_news,audit/2026-07-22-facts.json,2026-07-22,2026-07-21,"Australia's CCUS ambitions undercut by policy gaps, comparative report finds",Australia,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbon-pulse.com/533484/,,item-link
2026-07-22#02,,unmatched,,daily_news,audit/2026-07-22-facts.json,2026-07-22,2026-07-21,"Puro.earth certifies the world's first BECCS-from-biogas project, in Norway",Norway,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/puro-earth-certifies-worlds-first-beccs-project-in-norway/,,item-link
2026-07-22#03,,unmatched,,daily_news,audit/2026-07-22-facts.json,2026-07-22,2026-07-21,CO2CRC signs CCS R&D MoU with IIT Bombay as experts weigh lessons for scale-up,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://latrobevalleyexpress.com.au/news/2026/07/21/carbon-capture-ccs-lessons-to-learn/,,item-link
2026-07-22#04,,unmatched,,daily_news,audit/2026-07-22-facts.json,2026-07-22,2026-07-21,Euroports and Normod Carbon sign MoU for a Northern European CO2 hub,,multi-country or global event; non-additive until adjudicated,neutral,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/euroports-and-normod-carbon-to-develop-northern-european-co2-hub/,,item-link
2026-07-22#05,,unmatched,,daily_news,audit/2026-07-22-facts.json,2026-07-22,2026-07-17,"Cemex wins EUR200m PERTE grant for SOMZERO carbon-capture project, Alcanar (Spain)",Spain,single event geography; entity not mapped,positive,,not-dated,0.5,no — evidence only; canonical capacity register controls totals,https://www.worldcement.com/europe-cis/17072026/cemex-receive-200-million-to-promote-carbon-capture-capture-project-in-alcanar/,,item-link
2026-07-22#06,,unmatched,,daily_news,audit/2026-07-22-facts.json,2026-07-22,2026-07-20,"Pertamina completes first water-injectivity test at Jatibarang (JTB-156), West Java",Indonesia,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.petromindo.com/news/article/pertamina-completes-first-injectivity-test-to-support-ccs-development,,item-link
2026-07-22#07,,unmatched,,daily_news,audit/2026-07-22-facts.json,2026-07-22,2026-07-21,IEAGHG/CSIRO CO2-storage leakage review made openly accessible,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/the-risks-and-rewards-of-co2-storage-new-report-finds-leakage-threats-are-manageable/,,item-link
2026-07-27#01,uk-northern-endurance,matched,curated alias,daily_news,audit/2026-07-27-facts.json,2026-07-27,2026-07-24,Northern Endurance Partnership launches offshore construction at the Port of Hartlepool,United Kingdom,canonical physical project location,positive,,not-dated,23,no — evidence only; canonical capacity register controls totals,https://www.energyvoice.com/renewables-energy-transition/ccs/601241/northern-endurance-partnership-offshore-construction/,,item-link
2026-07-27#02,id-tangguh-ucc,matched,curated alias,daily_news,audit/2026-07-27-facts.json,2026-07-27,2026-07-24,BP's Tangguh Ubadari CCUS moves into offshore installation as first jacket reaches Papua,Indonesia,canonical physical project location,neutral,,not-dated,15,no — evidence only; canonical capacity register controls totals,https://www.oedigital.com/news/541499-bp-moves-indonesia-ccus-project-into-offshore-installation-phase,,item-link
2026-07-27#03,,unmatched,,daily_news,audit/2026-07-27-facts.json,2026-07-27,2026-07-23,Uniper names Worley preferred EPC contractor for the Connah's Quay low-carbon (CCGT+CCS) power project,United Kingdom,single event geography; entity not mapped,neutral,,commercial deadline,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/uniper-selects-worley-for-2030-carbon-capture-power-station/,,item-link
2026-07-27#04,,unmatched,,daily_news,audit/2026-07-27-facts.json,2026-07-27,2026-07-24,"Evero moves to retrofit its Ince Bio Power plant with carbon capture, joining HyNet (UK BECCS)",,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,0.217,no — evidence only; canonical capacity register controls totals,https://www.gasworld.com/story/evero-bioenergy-plant-moves-to-join-hynet-carbon-capture-network/2255213.article/,,item-link
2026-07-27#05,,unmatched,,daily_news,audit/2026-07-27-facts.json,2026-07-27,2026-07-23,"Petrogas picks Worley for pre-FEED of the Abeona CO2 storage project, Dutch North Sea",Netherlands,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.offshore-energy.biz/worley-takes-pre-feed-role-on-roman-goddess-named-dutch-north-sea-ccs-project/,,item-link
2026-07-27#06,,unmatched,,daily_news,audit/2026-07-27-facts.json,2026-07-27,2026-07-25,CDR developers pivot into adjacent markets as the carbon-removal sector consolidates,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.qcintel.com/carbon/article/analysis-co2-removal-firms-pivot-into-adjacent-markets-69644.html,,item-link
2026-07-27#07,,unmatched,,daily_news,audit/2026-07-27-facts.json,2026-07-27,2026-07-25,OilPrice: 'The Carbon Capture Boom Is Starting to Crack',,multi-country or global event; non-additive until adjudicated,neutral,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://oilprice.com/Energy/Energy-General/The-Carbon-Capture-Boom-Is-Starting-to-Crack.html,,item-link
2026-07-28#01,,unmatched,,daily_news,audit/2026-07-28-facts.json,2026-07-28,2026-07-23,Global CCS Institute maps 190+ carbon-capture technology solutions in its State of the Art: CCS Technologies 2026 compendium,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/global-ccs-institute-maps-latest-carbon-capture-technologies-as-ccs-sector-expands/,,item-link
2026-07-30#01,,unmatched,,daily_news,audit/2026-07-30-facts.json,2026-07-30,2026-07-29,Shearwater wins CO2-storage seismic survey contract offshore Australia (Bonaparte Basin),Australia,single event geography; entity not mapped,positive,,legislated/regulatory mandate,,no — evidence only; canonical capacity register controls totals,https://www.upstreamonline.com/carbon-capture/shearwater-wins-carbon-storage-survey-contract-down-under,,item-link
2026-07-30#02,,unmatched,,daily_news,audit/2026-07-30-facts.json,2026-07-30,2026-07-29,Northern Lights completes phase-1 LCO2 carrier fleet as 'Northern Purpose' arrives in Norway,Norway,single event geography; entity not mapped,neutral,,not-dated,1.5,no — evidence only; canonical capacity register controls totals,https://www.oedigital.com/news/541597-northern-lights-ccs-fleet-set-for-next-stage-with-latest-lco2-carrier-arrival,,item-link
2026-07-30#03,,unmatched,,daily_news,audit/2026-07-30-facts.json,2026-07-30,2026-07-29,Williams selects ExxonMobil for CO2 transport and storage from Louisiana Energy Gateway,United States,single event geography; entity not mapped,positive,,not-dated,1.0,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/exxonmobil-williams-expanding-carbon-capture-portfolio/,,item-link
2026-07-31#01,,unmatched,,daily_news,audit/2026-07-31-facts.json,2026-07-31,2026-07-30,NSTA commissions two studies to boost UK carbon storage market,United Kingdom,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.upstreamonline.com/carbon-capture/new-studies-to-boost-uk-carbon-capture-development/2-1-2022655,,item-link
2026-07-31#02,,unmatched,,daily_news,audit/2026-07-31-facts.json,2026-07-31,2026-07-30,Singapore and Australia aim to conclude cross-border CCS instrument negotiations by year-end,,multi-country or global event; non-additive until adjudicated,neutral,,government target,,no — evidence only; canonical capacity register controls totals,https://carbon-pulse.com/536055/,,item-link
2026-07-31#03,,unmatched,,daily_news,audit/2026-07-31-facts.json,2026-07-31,2026-07-27,Woodside's Browse declared a Western Australian state significant project,Australia,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.energynewsbulletin.net/operations/news-articles/4534692/woodsides-browse-declared-significant-project,,item-link
2026-07-31#04,,unmatched,,daily_news,audit/2026-07-31-facts.json,2026-07-31,2026-07-29,"PureField Ingredients launches 150,000 tpa Class VI CCS facility in Russell, Kansas",United States,single event geography; entity not mapped,positive,,not-dated,0.15,no — evidence only; canonical capacity register controls totals,https://www.prnewswire.com/news-releases/purefield-ingredients-celebrates-landmark-carbon-capture-facility-and-announces-expansion-plans-302839448.html,,item-link
2026-08-04#01,,unmatched,,daily_news,audit/2026-08-04-facts.json,2026-08-04,2026-08-03,Thailand and Canada pilot mobile carbon capture in the cement industry,,multi-country or global event; non-additive until adjudicated,neutral,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,https://www.manilatimes.net/2026/08/03/tmt-newswire/media-outreach-newswire/thailand-canada-pilot-carbon-capture-in-cement-industry-to-advance-net-zero-2050/2397242,,item-link
2026-08-04#02,,unmatched,,daily_news,audit/2026-08-04-facts.json,2026-08-04,2026-08-03,PayPal backs emerging carbon removal technologies in its latest climate investment strategy,United States,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/paypal-backs-emerging-carbon-removal-technologies-in-latest-climate-investment-strategy/,,item-link
2026-08-04#03,,unmatched,,daily_news,audit/2026-08-04-facts.json,2026-08-04,2026-07-30,"Entropy commissions Glacier co-generation + CCS project, Alberta",Canada,single event geography; entity not mapped,positive,,not-dated,0.192,no — evidence only; canonical capacity register controls totals,https://boereport.com/2026/07/30/entropy-inc-commissions-the-glacier-co-generation-carbon-capture-and-storage-project-delivering-first-of-kind-low-carbon-natural-gas-and-low-carbon-power/,,item-link
2026-08-05#01,,unmatched,,daily_news,audit/2026-08-05-facts.json,2026-08-05,2026-08-04,"MOL, Hitachi and JAL to trial Japan's first Direct Ocean Capture project off Kumejima",Japan,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/mol-hitachi-and-jal-to-test-direct-ocean-capture-technology/,,item-link
2026-08-05#02,,unmatched,,daily_news,audit/2026-08-05-facts.json,2026-08-05,2026-08-04,Hungary's parliament abolishes its CO2 quota tax to ease EU ETS burden and unlock EU funds,,multi-country or global event; non-additive until adjudicated,negative,,legislated/regulatory mandate,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/hungary-scraps-controversial-co2-quota-tax-in-bid-to-ease-eu-ets-burden/,,item-link
2026-08-05#03,,unmatched,,daily_news,audit/2026-08-05-facts.json,2026-08-05,2026-08-03,Veolia trials the UK's first non-amine carbon capture at Sheffield energy-from-waste plant,United Kingdom,single event geography; entity not mapped,neutral,,not-dated,0.000365,no — evidence only; canonical capacity register controls totals,https://www.energylivenews.com/2026/08/03/uks-first-carbon-capture-trial-without-using-amines/,,item-link
2026-08-05#04,,unmatched,,daily_news,audit/2026-08-05-facts.json,2026-08-05,2026-07-30,JERA and Taiwan Power Company sign a low-carbon energy MoU covering CCUS,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.jera.co.jp/en/news/notice/20260730_2481,,item-link
2026-08-05#05,,unmatched,,daily_news,audit/2026-08-05-facts.json,2026-08-05,2026-07-29,Sinopec's Qilu-Shengli CCUS project passes 2.4 Mt cumulative CO2,China,single event geography; entity not mapped,neutral,,not-dated,1.0,no — evidence only; canonical capacity register controls totals,https://chinahydrogen.substack.com/p/chinas-qilushengli-ccus-project-captures,,item-link
2026-08-10#01,,unmatched,,daily_news,audit/2026-08-10-facts.json,2026-08-10,2026-08-08,Kansai Electric and Kawasaki Heavy to trial Japan's first off-site transport of captured CO2,Japan,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://asia.nikkei.com/spotlight/environment/kansai-electric-kawasaki-heavy-seek-1st-off-site-transport-of-captured-co2,,item-link
2026-08-10#02,,unmatched,,daily_news,audit/2026-08-10-facts.json,2026-08-10,2026-08-07,"EU's first offshore CCS project, Denmark's Greensand, nears launch",,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,0.4,no — evidence only; canonical capacity register controls totals,https://www.upstreamonline.com/exclusive/launch-of-eus-first-offshore-ccs-project-imminent/2-1-2025219,,item-link
2026-08-10#03,,unmatched,,daily_news,audit/2026-08-10-facts.json,2026-08-10,2026-08-07,The world is cooling on carbon capture — why is Canada barreling ahead?,Canada,single event geography; entity not mapped,neutral,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.theglobeandmail.com/business/commentary/article-the-world-is-cooling-on-carbon-capture-why-is-canada-still-barreling/,,item-link
2026-08-10#04,,unmatched,,daily_news,audit/2026-08-10-facts.json,2026-08-10,2026-08-06,US carbon capture 45Q tax-credit claims face long delays and rejections,United States,single event geography; entity not mapped,negative,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.accountingtoday.com/news/carbon-capture-tax-credit-claims-face-long-delays-and-rejections,,item-link
2026-08-10#05,,unmatched,,daily_news,audit/2026-08-10-facts.json,2026-08-10,2026-08-06,Southeast Asia's race to become the region's CO2 storage hub,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.pipeline-journal.net/news/analysis-southeast-asias-new-pipeline-frontier-race-become-regions-co2-storage-hub,,item-link
2026-08-11#01,,unmatched,,daily_news,audit/2026-08-11-facts.json,2026-08-11,2026-08-10,"Carbon capture pitched as a ""game changer"" for Brunei",Brunei,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.tradewindsnews.com/sustainability/carbon-capture-could-be-a-game-changer-for-brunei/2-1-2026577,,item-link
2026-08-11#02,uk-hynet,matched,curated alias,daily_news,audit/2026-08-11-facts.json,2026-08-11,2026-08-10,Rotork manufactures first IQ3 Pro actuators for the Liverpool Bay carbon capture project,United Kingdom,canonical physical project location,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.themanufacturer.com/articles/rotork-manufactures-first-iq3-pro-actuators-for-liverpool-bay-carbon-capture-project/,,item-link
2026-08-11#03,us-carbon-terravault-i,matched,curated alias,daily_news,audit/2026-08-11-facts.json,2026-08-11,2026-08-10,An oil field became California's first carbon vault - who's responsible if something goes wrong?,United States,canonical physical project location,neutral,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://calmatters.org/environment/2026/08/california-resources-corporation-carbon-terra-vault/,,item-link
2026-08-11#04,,unmatched,,daily_news,audit/2026-08-11-facts.json,2026-08-11,2026-08-04,"KAIST and MIT turn seawater CO2 into ""stone"" for permanent storage",,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://phys.org/news/2026-08-marine-carbon-technology-dioxide-seawater.html,,item-link
2026-08-11#05,,unmatched,,daily_news,audit/2026-08-11-facts.json,2026-08-11,2026-08-07,Drax secures Environment Agency permit variation for Selby BECCS,United Kingdom,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/drax-secures-environment-agency-permit-variation-for-selby-carbon-capture-project/,,item-link
2026-08-12#01,,unmatched,,daily_news,audit/2026-08-12-facts.json,2026-08-12,2026-08-11,"Cardinal Glass to install 'world's first' float-glass carbon capture at Winlock, Washington",United States,single event geography; entity not mapped,neutral,,corporate/project milestone,0.13,no — evidence only; canonical capacity register controls totals,https://www.gasworld.com/story/cardinal-announces-worlds-first-float-glass-carbon-capture-system-in-washington/2256985.article,,item-link
2026-08-12#02,,unmatched,,daily_news,audit/2026-08-12-facts.json,2026-08-12,2026-08-11,Consumer Watchdog report brands CCS a 'multi-billion-dollar boondoggle' and a public risk,United States,single event geography; entity not mapped,negative,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://consumerwatchdog.org/energy/as-carbon-capture-storage-gathers-steam-new-consumer-watchdog-report-questions-its-threat-to-the-public-and-lifeline-for-fossil-fuels/,,item-link
2026-08-12#03,,unmatched,,daily_news,audit/2026-08-12-facts.json,2026-08-12,2026-08-11,IEEFA: carbon capture is failing the capital-discipline test,,multi-country or global event; non-additive until adjudicated,neutral,negative,not-dated,,no — evidence only; canonical capacity register controls totals,https://ieefa.org/resources/how-carbon-capture-failing-capital-discipline-test,,item-link
2026-08-12#04,us-carbon-terravault-i,matched,curated alias,daily_news,audit/2026-08-12-facts.json,2026-08-12,2026-08-10,California Resources reports first CO2 injection and revenue at Carbon TerraVault I,United States,canonical physical project location,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.globenewswire.com/news-release/2026/08/10/3341802/0/en/california-resources-corporation-reports-second-quarter-2026-financial-and-operating-results.html,,item-link
2026-08-13#01,,unmatched,,daily_news,audit/2026-08-13-facts.json,2026-08-13,2026-08-12,OGCI publishes report on scaling CCS across the Asia-Pacific region,Australia,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.ogci.com/news/ogci-publishes-new-report-on-scaling-ccs-across-the-asia-pacific-region/,,item-link
2026-08-13#02,,unmatched,,daily_news,audit/2026-08-13-facts.json,2026-08-13,2026-08-10,Isometric signs its first China-based carbon-removal projects,China,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://isometric.com/writing-articles/isometric-signs-its-first-carbon-removal-projects-in-china,,item-link
2026-08-13#03,,unmatched,,daily_news,audit/2026-08-13-facts.json,2026-08-13,2026-08-12,"Cement plants could become net carbon-removal machines, ETH Zurich study finds",Switzerland,single event geography; entity not mapped,neutral,,legislated/regulatory mandate,,no — evidence only; canonical capacity register controls totals,https://techxplore.com/news/2026-08-cement-atmosphere.html,,item-link
2026-08-14#01,,unmatched,,daily_news,audit/2026-08-14-facts.json,2026-08-14,2026-08-13,CCS-specific frameworks in Asia-Pacific 'largely absent',,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.gasworld.com/story/ccs-specific-frameworks-in-asia-pacific-largely-absent/2257082.article,,item-link
2026-08-14#02,,unmatched,,daily_news,audit/2026-08-14-facts.json,2026-08-14,2026-08-13,Startup turns captured CO₂ into a consumer soft drink,United States,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://heatmap.news/carbon-removal/direct-air-capture-soda,,item-link
2026-08-17#01,,unmatched,,daily_news,audit/2026-08-17-facts.json,2026-08-17,2026-08-14,Ucaneo CEO outlines next steps after opening Germany's largest DAC facility,Germany,single event geography; entity not mapped,positive,,corporate/project milestone,0.00015,no — evidence only; canonical capacity register controls totals,https://www.gasworld.com/story/exclusive-ucaneo-ceo-outlines-next-steps-after-opening-germanys-largest-dac-facility/2257119.article,,item-link
2026-08-17#02,,unmatched,,daily_news,audit/2026-08-17-facts.json,2026-08-17,2026-08-14,Tröegs Independent Brewing secures Pennsylvania carbon-capture grant,United States,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/troegs-independent-brewing-secures-pennsylvania-carbon-capture-grant/,,item-link
2026-08-18#01,,unmatched,,daily_news,audit/2026-08-18-facts.json,2026-08-18,2026-08-17,JAPEX starts second exploratory well as it nears FID on flagship Tomakomai CCS project,Japan,single event geography; entity not mapped,positive,,corporate/project milestone,,no — evidence only; canonical capacity register controls totals,https://www.upstreamonline.com/carbon-capture/japex-nearing-fid-for-flagship-carbon-capture-project/2-1-2029797,,item-link
2026-08-18#02,,unmatched,,daily_news,audit/2026-08-18-facts.json,2026-08-18,2026-08-17,Halliburton wins drilling contract for landmark Petrobras CCS project,Brazil,single event geography; entity not mapped,positive,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.upstreamonline.com/carbon-capture/halliburton-wins-drilling-contract-for-landmark-petrobras-ccs-project/2-1-2030251,,item-link
2026-08-18#03,,unmatched,,daily_news,audit/2026-08-18-facts.json,2026-08-18,2026-08-14,US Treasury and IRS extend and expand the Section 45Q safe harbour (Notice 2026-50),United States,single event geography; entity not mapped,negative,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/treasury-and-irs-extend-section-45q-safe-harbor/,,item-link
2026-08-19#01,se-stockholm-exergi,matched,curated alias,daily_news,audit/2026-08-19-facts.json,2026-08-19,2026-08-18,Three Swedish firms bid in second BECCS reverse auction,Sweden,canonical physical project location,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbon-pulse.com/542426/,,item-link
2026-08-19#02,,unmatched,,daily_news,audit/2026-08-19-facts.json,2026-08-19,2026-08-17,"North Dakota's Project Tundra signs new lead developer, to explore enhanced oil recovery",United States,single event geography; entity not mapped,neutral,,not-dated,5,no — evidence only; canonical capacity register controls totals,https://www.grandforksherald.com/news/north-dakota/new-partner-takes-lead-on-project-tundra-carbon-capture-facility,,item-link
2026-08-19#03,,unmatched,,daily_news,audit/2026-08-19-facts.json,2026-08-19,2026-08-17,Vietnam advances dedicated CCS/CCUS chapter in amended Petroleum Law,Vietnam,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://en.vietnamplus.vn/na-standing-committee-asks-for-clear-mechanisms-for-upstream-oil-gas-management-post350212.vnp,,item-link
2026-08-19#04,,unmatched,,daily_news,audit/2026-08-19-facts.json,2026-08-19,2026-08-15,China to add petrochemicals and chemicals to national carbon market,China,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://www.caixinglobal.com/2026-08-15/china-to-add-petrochemicals-chemicals-to-national-carbon-market-102474336.html,,item-link
2026-08-20#01,ca-pathways,matched,curated alias,daily_news,audit/2026-08-20-facts.json,2026-08-20,2026-08-19,"Canada's oil sands producers target late-2027 Pathways CCS decision, aim to settle fiscal terms by mid-November",Canada,canonical physical project location,positive,,corporate/project milestone,6,no — evidence only; canonical capacity register controls totals,https://www.miningweekly.com/article/canadas-oil-producers-target-late-2027-for-pathways-carbon-capture-decision-2026-08-19,,item-link
2026-08-20#02,,unmatched,,daily_news,audit/2026-08-20-facts.json,2026-08-20,2026-08-19,Austria's cement industry warns missing CO2 transport and storage infrastructure is now the main barrier to CCS,Austria,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://table.media/en/climate/feature/austria-cement-industry-complains-about-lack-of-ccs-infrastructure,,item-link
2026-08-20#03,,unmatched,,daily_news,audit/2026-08-20-facts.json,2026-08-20,2026-08-18,"Chevron withdraws from federal Western Regional DAC hub in Kern County, California",United States,single event geography; entity not mapped,negative,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/chevron-withdraws-from-federal-dac-project-in-kern-county/,,item-link
2026-08-20#04,,unmatched,,daily_news,audit/2026-08-20-facts.json,2026-08-20,2026-08-18,Eni and SONATRACH expand Algeria decarbonisation partnership with nature-based CDR and methane management,,multi-country or global event; non-additive until adjudicated,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/eni-and-sonatrach-partner-on-nature-based-cdr-and-methane-management-in-algeria/,,item-link
2026-08-20#05,,unmatched,,daily_news,audit/2026-08-20-facts.json,2026-08-20,2026-08-18,"Senken and Carbonsate sign Europe's largest biomass-burial carbon-removal offtake (50,000 t, Namibia)",,multi-country or global event; non-additive until adjudicated,neutral,,commercial deadline,0.05,no — evidence only; canonical capacity register controls totals,https://carbonherald.com/senken-and-carbonsate-ink-europes-largest-biomass-storage-deal-to-date/,,item-link
2026-08-21#01,,unmatched,,daily_news,audit/2026-08-21-facts.json,2026-08-21,2026-08-20,Honeywell commercialises University of Texas advanced amine solvent for CCS,United States,single event geography; entity not mapped,neutral,,not-dated,,no — evidence only; canonical capacity register controls totals,https://gastopowerjournal.com/news/technologyinnovation/honeywell-commercialises-ut-austins-advent-solvent-for-ccs/,,item-link
